Label,Page,Addr,NumBytes,RegOffset,RegScale,ReadLen,ReadFlag,WriteFlag,TwosCompl,Default,ReadProtected,WriteProtected,CalReg
BNKB_C15,2,32,2,0,1,16,TRUE,TRUE,FALSE,4844,FALSE,FALSE,FALSE
BNKB_C16,2,34,2,0,1,16,TRUE,TRUE,FALSE,4844,FALSE,FALSE,FALSE
BNKB_C17,2,36,2,0,1,16,TRUE,TRUE,FALSE,4400,FALSE,FALSE,FALSE
BNKB_C18,2,38,2,0,1,16,TRUE,TRUE,FALSE,3603,FALSE,FALSE,FALSE
BNKB_C19,2,40,2,0,1,16,TRUE,TRUE,FALSE,2612,FALSE,FALSE,FALSE
BNKB_C20,2,42,2,0,1,16,TRUE,TRUE,FALSE,1605,FALSE,FALSE,FALSE
BNKB_C21,2,44,2,0,1,16,TRUE,TRUE,FALSE,737,FALSE,FALSE,FALSE
BNKB_C22,2,46,2,0,1,16,TRUE,TRUE,FALSE,107,FALSE,FALSE,FALSE
BNKB_C23,2,48,2,0,1,16,TRUE,TRUE,FALSE,65278,FALSE,FALSE,FALSE
BNKB_C24,2,50,2,0,1,16,TRUE,TRUE,FALSE,65142,FALSE,FALSE,FALSE
BNKB_C25,2,52,2,0,1,16,TRUE,TRUE,FALSE,65164,FALSE,FALSE,FALSE
BNKB_C26,2,54,2,0,1,16,TRUE,TRUE,FALSE,65265,FALSE,FALSE,FALSE
BNKB_C27,2,56,2,0,1,16,TRUE,TRUE,FALSE,65378,FALSE,FALSE,FALSE
BNKB_C28,2,58,2,0,1,16,TRUE,TRUE,FALSE,65465,FALSE,FALSE,FALSE
BNKB_C29,2,60,2,0,1,16,TRUE,TRUE,FALSE,65516,FALSE,FALSE,FALSE
BNKB_C30,2,62,2,0,1,16,TRUE,TRUE,FALSE,1,FALSE,FALSE,FALSE
BNKB_C31,2,64,2,0,1,16,TRUE,TRUE,FALSE,4,FALSE,FALSE,FALSE
PAGE,3,0,2,0,1,16,TRUE,TRUE,FALSE,none,FALSE,FALSE,FALSE
BNKC_C0,3,2,2,0,1,16,TRUE,TRUE,FALSE,37,FALSE,FALSE,FALSE
BNKC_C1,3,4,2,0,1,16,TRUE,TRUE,FALSE,90,FALSE,FALSE,FALSE
BNKC_C2,3,6,2,0,1,16,TRUE,TRUE,FALSE,143,FALSE,FALSE,FALSE
BNKC_C3,3,8,2,0,1,16,TRUE,TRUE,FALSE,154,FALSE,FALSE,FALSE
BNKC_C4,3,10,2,0,1,16,TRUE,TRUE,FALSE,77,FALSE,FALSE,FALSE
BNKC_C5,3,12,2,0,1,16,TRUE,TRUE,FALSE,65421,FALSE,FALSE,FALSE
BNKC_C6,3,14,2,0,1,16,TRUE,TRUE,FALSE,65140,FALSE,FALSE,FALSE
BNKC_C7,3,16,2,0,1,16,TRUE,TRUE,FALSE,64861,FALSE,FALSE,FALSE
BNKC_C8,3,18,2,0,1,16,TRUE,TRUE,FALSE,64733,FALSE,FALSE,FALSE
BNKC_C9,3,20,2,0,1,16,TRUE,TRUE,FALSE,64919,FALSE,FALSE,FALSE
BNKC_C10,3,22,2,0,1,16,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE
BNKC_C11,3,24,2,0,1,16,TRUE,TRUE,FALSE,1072,FALSE,FALSE,FALSE
BNKC_C12,3,26,2,0,1,16,TRUE,TRUE,FALSE,2466,FALSE,FALSE,FALSE
BNKC_C13,3,28,2,0,1,16,TRUE,TRUE,FALSE,3935,FALSE,FALSE,FALSE
BNKC_C14,3,30,2,0,1,16,TRUE,TRUE,FALSE,5164,FALSE,FALSE,FALSE
BNKC_C15,3,32,2,0,1,16,TRUE,TRUE,FALSE,5864,FALSE,FALSE,FALSE
BNKC_C16,3,34,2,0,1,16,TRUE,TRUE,FALSE,5864,FALSE,FALSE,FALSE
BNKC_C17,3,36,2,0,1,16,TRUE,TRUE,FALSE,5164,FALSE,FALSE,FALSE
BNKC_C18,3,38,2,0,1,16,TRUE,TRUE,FALSE,3935,FALSE,FALSE,FALSE
BNKC_C19,3,40,2,0,1,16,TRUE,TRUE,FALSE,2466,FALSE,FALSE,FALSE
BNKC_C20,3,42,2,0,1,16,TRUE,TRUE,FALSE,1072,FALSE,FALSE,FALSE
BNKC_C21,3,44,2,0,1,16,TRUE,TRUE,FALSE,3,FALSE,FALSE,FALSE
BNKC_C22,3,46,2,0,1,16,TRUE,TRUE,FALSE,64919,FALSE,FALSE,FALSE
BNKC_C23,3,48,2,0,1,16,TRUE,TRUE,FALSE,64733,FALSE,FALSE,FALSE
BNKC_C24,3,50,2,0,1,16,TRUE,TRUE,FALSE,64861,FALSE,FALSE,FALSE
BNKC_C25,3,52,2,0,1,16,TRUE,TRUE,FALSE,65140,FALSE,FALSE,FALSE
BNKC_C26,3,54,2,0,1,16,TRUE,TRUE,FALSE,65421,FALSE,FALSE,FALSE
BNKC_C27,3,56,2,0,1,16,TRUE,TRUE,FALSE,77,FALSE,FALSE,FALSE
BNKC_C28,3,58,2,0,1,16,TRUE,TRUE,FALSE,154,FALSE,FALSE,FALSE
BNKC_C29,3,60,2,0,1,16,TRUE,TRUE,FALSE,143,FALSE,FALSE,FALSE
BNKC_C30,3,62,2,0,1,16,TRUE,TRUE,FALSE,90,FALSE,FALSE,FALSE
BNKC_C31,3,64,2,0,1,16,TRUE,TRUE,FALSE,37,FALSE,FALSE,FALSE
PAGE,4,0,2,0,1,16,TRUE,TRUE,FALSE,none,FALSE,FALSE,FALSE
BNKD_C0,4,2,2,0,1,16,TRUE,TRUE,FALSE,64916,FALSE,FALSE,FALSE
BNKD_C1,4,4,2,0,1,16,TRUE,TRUE,FALSE,64866,FALSE,FALSE,FALSE
BNKD_C2,4,6,2,0,1,16,TRUE,TRUE,FALSE,64810,FALSE,FALSE,FALSE
BNKD_C3,4,8,2,0,1,16,TRUE,TRUE,FALSE,64744,FALSE,FALSE,FALSE
BNKD_C4,4,10,2,0,1,16,TRUE,TRUE,FALSE,64668,FALSE,FALSE,FALSE
BNKD_C5,4,12,2,0,1,16,TRUE,TRUE,FALSE,64579,FALSE,FALSE,FALSE
BNKD_C6,4,14,2,0,1,16,TRUE,TRUE,FALSE,64471,FALSE,FALSE,FALSE
BNKD_C7,4,16,2,0,1,16,TRUE,TRUE,FALSE,64338,FALSE,FALSE,FALSE
BNKD_C8,4,18,2,0,1,16,TRUE,TRUE,FALSE,64171,FALSE,FALSE,FALSE
BNKD_C9,4,20,2,0,1,16,TRUE,TRUE,FALSE,63954,FALSE,FALSE,FALSE
BNKD_C10,4,22,2,0,1,16,TRUE,TRUE,FALSE,63659,FALSE,FALSE,FALSE
BNKD_C11,4,24,2,0,1,16,TRUE,TRUE,FALSE,63234,FALSE,FALSE,FALSE
BNKD_C12,4,26,2,0,1,16,TRUE,TRUE,FALSE,62568,FALSE,FALSE,FALSE
BNKD_C13,4,28,2,0,1,16,TRUE,TRUE,FALSE,61372,FALSE,FALSE,FALSE
BNKD_C14,4,30,2,0,1,16,TRUE,TRUE,FALSE,58588,FALSE,FALSE,FALSE
BNKD_C15,4,32,2,0,1,16,TRUE,TRUE,FALSE,44677,FALSE,FALSE,FALSE
BNKD_C16,4,34,2,0,1,16,TRUE,TRUE,FALSE,20859,FALSE,FALSE,FALSE
BNKD_C17,4,36,2,0,1,16,TRUE,TRUE,FALSE,6948,FALSE,FALSE,FALSE
BNKD_C18,4,38,2,0,1,16,TRUE,TRUE,FALSE,4164,FALSE,FALSE,FALSE
BNKD_C19,4,40,2,0,1,16,TRUE,TRUE,FALSE,2968,FALSE,FALSE,FALSE
BNKD_C20,4,42,2,0,1,16,TRUE,TRUE,FALSE,2302,FALSE,FALSE,FALSE
BNKD_C21,4,44,2,0,1,16,TRUE,TRUE,FALSE,1877,FALSE,FALSE,FALSE
BNKD_C22,4,46,2,0,1,16,TRUE,TRUE,FALSE,1582,FALSE,FALSE,FALSE
BNKD_C23,4,48,2,0,1,16,TRUE,TRUE,FALSE,1365,FALSE,FALSE,FALSE
BNKD_C24,4,50,2,0,1,16,TRUE,TRUE,FALSE,1198,FALSE,FALSE,FALSE
BNKD_C25,4,52,2,0,1,16,TRUE,TRUE,FALSE,1065,FALSE,FALSE,FALSE
BNKD_C26,4,54,2,0,1,16,TRUE,TRUE,FALSE,957,FALSE,FALSE,FALSE
BNKD_C27,4,56,2,0,1,16,TRUE,TRUE,FALSE,868,FALSE,FALSE,FALSE
BNKD_C28,4,58,2,0,1,16,TRUE,TRUE,FALSE,792,FALSE,FALSE,FALSE
BNKD_C29,4,60,2,0,1,16,TRUE,TRUE,FALSE,726,FALSE,FALSE,FALSE
BNKD_C30,4,62,2,0,1,16,TRUE,TRUE,FALSE,670,FALSE,FALSE,FALSE
BNKD_C31,4,64,2,0,1,16,TRUE,TRUE,FALSE,620,FALSE,FALSE,FALSE
PAGE,5,0,2,0,1,16,TRUE,TRUE,FALSE,none,FALSE,FALSE,FALSE
BNKE_C0,5,2,2,0,1,16,TRUE,TRUE,FALSE,65323,FALSE,FALSE,FALSE
BNKE_C1,5,4,2,0,1,16,TRUE,TRUE,FALSE,65264,FALSE,FALSE,FALSE
BNKE_C2,5,6,2,0,1,16,TRUE,TRUE,FALSE,65194,FALSE,FALSE,FALSE
BNKE_C3,5,8,2,0,1,16,TRUE,TRUE,FALSE,65113,FALSE,FALSE,FALSE
BNKE_C4,5,10,2,0,1,16,TRUE,TRUE,FALSE,65019,FALSE,FALSE,FALSE
BNKE_C5,5,12,2,0,1,16,TRUE,TRUE,FALSE,64908,FALSE,FALSE,FALSE
BNKE_C6,5,14,2,0,1,16,TRUE,TRUE,FALSE,64777,FALSE,FALSE,FALSE
BNKE_C7,5,16,2,0,1,16,TRUE,TRUE,FALSE,64619,FALSE,FALSE,FALSE
BNKE_C8,5,18,2,0,1,16,TRUE,TRUE,FALSE,64424,FALSE,FALSE,FALSE
BNKE_C9,5,20,2,0,1,16,TRUE,TRUE,FALSE,64177,FALSE,FALSE,FALSE
BNKE_C10,5,22,2,0,1,16,TRUE,TRUE,FALSE,63851,FALSE,FALSE,FALSE
BNKE_C11,5,24,2,0,1,16,TRUE,TRUE,FALSE,63393,FALSE,FALSE,FALSE
BNKE_C12,5,26,2,0,1,16,TRUE,TRUE,FALSE,62693,FALSE,FALSE,FALSE
BNKE_C13,5,28,2,0,1,16,TRUE,TRUE,FALSE,61463,FALSE,FALSE,FALSE
BNKE_C14,5,30,2,0,1,16,TRUE,TRUE,FALSE,58642,FALSE,FALSE,FALSE
BNKE_C15,5,32,2,0,1,16,TRUE,TRUE,FALSE,44695,FALSE,FALSE,FALSE
BNKE_C16,5,34,2,0,1,16,TRUE,TRUE,FALSE,20841,FALSE,FALSE,FALSE
BNKE_C17,5,36,2,0,1,16,TRUE,TRUE,FALSE,6894,FALSE,FALSE,FALSE
BNKE_C18,5,38,2,0,1,16,TRUE,TRUE,FALSE,4073,FALSE,FALSE,FALSE
BNKE_C19,5,40,2,0,1,16,TRUE,TRUE,FALSE,2843,FALSE,FALSE,FALSE
BNKE_C20,5,42,2,0,1,16,TRUE,TRUE,FALSE,2143,FALSE,FALSE,FALSE
BNKE_C21,5,44,2,0,1,16,TRUE,TRUE,FALSE,1685,FALSE,FALSE,FALSE
BNKE_C22,5,46,2,0,1,16,TRUE,TRUE,FALSE,1359,FALSE,FALSE,FALSE
BNKE_C23,5,48,2,0,1,16,TRUE,TRUE,FALSE,1112,FALSE,FALSE,FALSE
BNKE_C24,5,50,2,0,1,16,TRUE,TRUE,FALSE,917,FALSE,FALSE,FALSE
BNKE_C25,5,52,2,0,1,16,TRUE,TRUE,FALSE,759,FALSE,FALSE,FALSE
BNKE_C26,5,54,2,0,1,16,TRUE,TRUE,FALSE,628,FALSE,FALSE,FALSE
BNKE_C27,5,56,2,0,1,16,TRUE,TRUE,FALSE,517,FALSE,FALSE,FALSE
BNKE_C28,5,58,2,0,1,16,TRUE,TRUE,FALSE,423,FALSE,FALSE,FALSE
BNKE_C29,5,60,2,0,1,16,TRUE,TRUE,FALSE,342,FALSE,FALSE,FALSE
BNKE_C30,5,62,2,0,1,16,TRUE,TRUE,FALSE,272,FALSE,FALSE,FALSE
BNKE_C31,5,64,2,0,1,16,TRUE,TRUE,FALSE,213,FALSE,FALSE,FALSE
PAGE,6,0,2,0,1,16,TRUE,TRUE,FALSE,none,FALSE,FALSE,FALSE
BNKF_C0,6,2,2,0,1,16,TRUE,TRUE,FALSE,65497,FALSE,FALSE,FALSE
BNKF_C1,6,4,2,0,1,16,TRUE,TRUE,FALSE,65465,FALSE,FALSE,FALSE
BNKF_C2,6,6,2,0,1,16,TRUE,TRUE,FALSE,65420,FALSE,FALSE,FALSE
BNKF_C3,6,8,2,0,1,16,TRUE,TRUE,FALSE,65360,FALSE,FALSE,FALSE
BNKF_C4,6,10,2,0,1,16,TRUE,TRUE,FALSE,65282,FALSE,FALSE,FALSE
BNKF_C5,6,12,2,0,1,16,TRUE,TRUE,FALSE,65182,FALSE,FALSE,FALSE
BNKF_C6,6,14,2,0,1,16,TRUE,TRUE,FALSE,65055,FALSE,FALSE,FALSE
BNKF_C7,6,16,2,0,1,16,TRUE,TRUE,FALSE,64893,FALSE,FALSE,FALSE
BNKF_C8,6,18,2,0,1,16,TRUE,TRUE,FALSE,64688,FALSE,FALSE,FALSE
BNKF_C9,6,20,2,0,1,16,TRUE,TRUE,FALSE,64424,FALSE,FALSE,FALSE
BNKF_C10,6,22,2,0,1,16,TRUE,TRUE,FALSE,64073,FALSE,FALSE,FALSE
BNKF_C11,6,24,2,0,1,16,TRUE,TRUE,FALSE,63585,FALSE,FALSE,FALSE
BNKF_C12,6,26,2,0,1,16,TRUE,TRUE,FALSE,62849,FALSE,FALSE,FALSE
BNKF_C13,6,28,2,0,1,16,TRUE,TRUE,FALSE,61577,FALSE,FALSE,FALSE
BNKF_C14,6,30,2,0,1,16,TRUE,TRUE,FALSE,58712,FALSE,FALSE,FALSE
BNKF_C15,6,32,2,0,1,16,TRUE,TRUE,FALSE,44719,FALSE,FALSE,FALSE
BNKF_C16,6,34,2,0,1,16,TRUE,TRUE,FALSE,20817,FALSE,FALSE,FALSE
BNKF_C17,6,36,2,0,1,16,TRUE,TRUE,FALSE,6824,FALSE,FALSE,FALSE
BNKF_C18,6,38,2,0,1,16,TRUE,TRUE,FALSE,3959,FALSE,FALSE,FALSE
BNKF_C19,6,40,2,0,1,16,TRUE,TRUE,FALSE,2687,FALSE,FALSE,FALSE
BNKF_C20,6,42,2,0,1,16,TRUE,TRUE,FALSE,1951,FALSE,FALSE,FALSE
BNKF_C21,6,44,2,0,1,16,TRUE,TRUE,FALSE,1463,FALSE,FALSE,FALSE
BNKF_C22,6,46,2,0,1,16,TRUE,TRUE,FALSE,1112,FALSE,FALSE,FALSE
BNKF_C23,6,48,2,0,1,16,TRUE,TRUE,FALSE,848,FALSE,FALSE,FALSE
BNKF_C24,6,50,2,0,1,16,TRUE,TRUE,FALSE,643,FALSE,FALSE,FALSE
BNKF_C25,6,52,2,0,1,16,TRUE,TRUE,FALSE,481,FALSE,FALSE,FALSE
BNKF_C26,6,54,2,0,1,16,TRUE,TRUE,FALSE,354,FALSE,FALSE,FALSE
BNKF_C27,6,56,2,0,1,16,TRUE,TRUE,FALSE,254,FALSE,FALSE,FALSE
BNKF_C28,6,58,2,0,1,16,TRUE,TRUE,FALSE,176,FALSE,FALSE,FALSE
BNKF_C29,6,60,2,0,1,16,TRUE,TRUE,FALSE,116,FALSE,FALSE,FALSE
BNKF_C30,6,62,2,0,1,16,TRUE,TRUE,FALSE,71,FALSE,FALSE,FALSE
BNKF_C31,6,64,2,0,1,16,TRUE,TRUE,FALSE,39,FALSE,FALSE,FALSE
