Label,Page,Addr,NumBytes,RegOffset,RegScale,ReadLen,ReadFlag,WriteFlag,TwosCompl,PwPrtect,Default,CalReg,FLOAT
BNKC_C13,9,34,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C14,9,36,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C15,9,38,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C16,9,40,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C17,9,42,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C18,9,44,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C19,9,46,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C20,9,48,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C21,9,50,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C22,9,52,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C23,9,54,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C24,9,56,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C25,9,58,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C26,9,60,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C27,9,62,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C28,9,64,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C29,9,66,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C30,9,68,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C31,9,70,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C32,9,72,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C33,9,74,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C34,9,76,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C35,9,78,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C36,9,80,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C37,9,82,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C38,9,84,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C39,9,86,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C40,9,88,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C41,9,90,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C42,9,92,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C43,9,94,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C44,9,96,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C45,9,98,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C46,9,100,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C47,9,102,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C48,9,104,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C49,9,106,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C50,9,108,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C51,9,110,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C52,9,112,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C53,9,114,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C54,9,116,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C55,9,118,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C56,9,120,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C57,9,122,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C58,9,124,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C59,9,126,2,0,1,16,1,1,1,0,,0,TRUE
PAGE,10,0,2,0,1,16,1,1,0,0,,0,FALSE
BNKC_C60,10,8,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C61,10,10,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C62,10,12,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C63,10,14,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C64,10,16,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C65,10,18,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C66,10,20,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C67,10,22,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C68,10,24,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C69,10,26,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C70,10,28,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C71,10,30,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C72,10,32,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C73,10,34,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C74,10,36,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C75,10,38,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C76,10,40,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C77,10,42,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C78,10,44,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C79,10,46,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C80,10,48,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C81,10,50,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C82,10,52,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C83,10,54,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C84,10,56,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C85,10,58,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C86,10,60,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C87,10,62,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C88,10,64,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C89,10,66,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C90,10,68,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C91,10,70,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C92,10,72,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C93,10,74,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C94,10,76,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C95,10,78,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C96,10,80,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C97,10,82,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C98,10,84,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C99,10,86,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C100,10,88,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C101,10,90,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C102,10,92,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C103,10,94,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C104,10,96,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C105,10,98,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C106,10,100,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C107,10,102,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C108,10,104,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C109,10,106,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C110,10,108,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C111,10,110,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C112,10,112,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C113,10,114,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C114,10,116,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C115,10,118,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C116,10,120,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C117,10,122,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C118,10,124,2,0,1,16,1,1,1,0,,0,TRUE
BNKC_C119,10,126,2,0,1,16,1,1,1,0,,0,TRUE
PAGE,11,0,2,0,1,16,1,1,0,0,,0,FALSE
BNKD_C0,11,8,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C1,11,10,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C2,11,12,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C3,11,14,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C4,11,16,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C5,11,18,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C6,11,20,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C7,11,22,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C8,11,24,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C9,11,26,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C10,11,28,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C11,11,30,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C12,11,32,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C13,11,34,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C14,11,36,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C15,11,38,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C16,11,40,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C17,11,42,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C18,11,44,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C19,11,46,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C20,11,48,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C21,11,50,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C22,11,52,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C23,11,54,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C24,11,56,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C25,11,58,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C26,11,60,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C27,11,62,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C28,11,64,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C29,11,66,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C30,11,68,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C31,11,70,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C32,11,72,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C33,11,74,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C34,11,76,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C35,11,78,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C36,11,80,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C37,11,82,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C38,11,84,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C39,11,86,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C40,11,88,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C41,11,90,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C42,11,92,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C43,11,94,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C44,11,96,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C45,11,98,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C46,11,100,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C47,11,102,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C48,11,104,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C49,11,106,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C50,11,108,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C51,11,110,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C52,11,112,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C53,11,114,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C54,11,116,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C55,11,118,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C56,11,120,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C57,11,122,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C58,11,124,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C59,11,126,2,0,1,16,1,1,1,0,,0,TRUE
PAGE,12,0,2,0,1,16,1,1,0,0,,0,FALSE
BNKD_C60,12,8,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C61,12,10,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C62,12,12,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C63,12,14,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C64,12,16,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C65,12,18,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C66,12,20,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C67,12,22,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C68,12,24,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C69,12,26,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C70,12,28,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C71,12,30,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C72,12,32,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C73,12,34,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C74,12,36,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C75,12,38,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C76,12,40,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C77,12,42,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C78,12,44,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C79,12,46,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C80,12,48,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C81,12,50,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C82,12,52,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C83,12,54,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C84,12,56,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C85,12,58,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C86,12,60,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C87,12,62,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C88,12,64,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C89,12,66,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C90,12,68,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C91,12,70,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C92,12,72,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C93,12,74,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C94,12,76,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C95,12,78,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C96,12,80,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C97,12,82,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C98,12,84,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C99,12,86,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C100,12,88,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C101,12,90,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C102,12,92,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C103,12,94,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C104,12,96,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C105,12,98,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C106,12,100,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C107,12,102,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C108,12,104,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C109,12,106,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C110,12,108,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C111,12,110,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C112,12,112,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C113,12,114,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C114,12,116,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C115,12,118,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C116,12,120,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C117,12,122,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C118,12,124,2,0,1,16,1,1,1,0,,0,TRUE
BNKD_C119,12,126,2,0,1,16,1,1,1,0,,0,TRUE
